
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,7670
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 02 Apr,25h 45m,1 stop,In-flight meal not included,7064
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,8930
Air Asia,1/04/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 10 May,21h 20m,1 stop,In-flight meal not included,12373
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1 stop,In-flight meal not included,11087
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 04 Jun,6h 35m,1 stop,No info,16079
IndiGo,12/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
SpiceJet,9/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 Jun,5h 35m,1 stop,In-flight meal not included,12898
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,15603
IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781
IndiGo,15/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 16 Jun,5h 45m,1 stop,No info,6195
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 07 May,25h 45m,1 stop,In-flight meal not included,8586
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 02 Mar,2h 50m,non-stop,No info,11934
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 16 May,22h 25m,2 stops,No info,14424
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,18581
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 13 May,7h 30m,1 stop,No info,13941
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714
Air Asia,24/03/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:25,22:55,7h 30m,2 stops,No info,11245
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 28 May,14h 5m,1 stop,No info,6104
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14h 45m,1 stop,No info,7094
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:45 25 Mar,22h 15m,1 stop,In-flight meal not included,10031
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,12:00,6h 15m,1 stop,No info,13941
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 25 Jun,6h 30m,1 stop,No info,7198
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,3873
Air India,12/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5747
Air India,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100
Air India,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1 stop,No info,8996
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,9103
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,09:30 02 Mar,14h 50m,1 stop,1 Long layover,31825
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 16 May,17h 35m,1 stop,No info,14781
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 02 Mar,2h 50m,non-stop,No info,10067
Jet Airways,9/04/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Apr,18h 45m,2 stops,No info,10909
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 16 May,27h 10m,1 stop,No info,14151
SpiceJet,1/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14781
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1 stop,No info,9870
Air India,27/05/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,8907
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,07:40 02 Mar,8h 50m,1 stop,No info,26890
GoAir,15/04/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,6195
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1 stop,In-flight meal not included,7832
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1 stop,No info,11269
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,5613
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4284
Vistara,6/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Air India,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,15197
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,9899
GoAir,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,3948
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,08:15 16 Mar,23h 20m,1 stop,In-flight meal not included,10405
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,01:30 10 Jun,13h 55m,3 stops,No info,15419
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,15135
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,13369
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804
Air Asia,9/05/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 10 May,10h 25m,1 stop,No info,6751
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 10 May,12h 25m,1 stop,No info,10203
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1 stop,No info,27992
Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,19:15,12h 5m,2 stops,No info,12488
Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5198
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
Air India,12/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,12723
Air India,6/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,09:10 07 Mar,27h 10m,2 stops,No info,13169
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,18:20,8h 55m,2 stops,No info,8366
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7670
Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
Vistara,1/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 10 Mar,11h,1 stop,No info,8327
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 22 May,15h 40m,1 stop,In-flight meal not included,12898
IndiGo,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 28 Jun,23h 45m,1 stop,In-flight meal not included,10262
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678
Air India,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 22 Mar,14h 25m,2 stops,No info,8052
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,3898
Air Asia,12/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,3807
IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014
IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 07 Jun,12h 30m,1 stop,No info,13377
GoAir,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,6633
Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5192
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 19 Apr,2h 50m,non-stop,No info,4591
Air India,12/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4880
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 May,8h 40m,1 stop,In-flight meal not included,12373
Air India,27/04/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 13 Jun,15h 40m,1 stop,In-flight meal not included,10262
Jet Airways,9/04/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,15439
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 07 May,2h 50m,non-stop,No info,4077
GoAir,18/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,4632
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,12692
IndiGo,24/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3480
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 19 May,7h 40m,2 stops,No info,19360
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 16 Mar,20h 35m,1 stop,In-flight meal not included,9134
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13587
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 10 May,25h 30m,1 stop,No info,15554
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,7229
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:20,13h 45m,1 stop,No info,7514
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,13587
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,7229
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 02 Jun,26h 10m,1 stop,In-flight meal not included,10262
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,14871
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,10529
IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442
IndiGo,21/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,5170
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25 07 Mar,13h 50m,1 stop,No info,17261
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Air Asia,12/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383
Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 Jun,21h 15m,2 stops,No info,9181
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,11:25 13 Mar,16h 30m,1 stop,In-flight meal not included,11087
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14h 30m,1 stop,No info,11249
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1 stop,No info,16736
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 25 Jun,10h 55m,1 stop,In-flight meal not included,10262
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,No info,8307
Air India,18/05/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 19 May,16h 5m,1 stop,No info,7690
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2 stops,No info,16704
Air India,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 10 Mar,27h 40m,1 stop,No info,10315
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 28 May,26h 55m,2 stops,No info,15129
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,08:55 25 Mar,25h 55m,1 stop,No info,12173
Air India,3/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 04 Apr,16h 5m,1 stop,No info,4227
IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,8610
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,7303
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40 16 Mar,13h,1 stop,In-flight meal not included,10972
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,7670
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,8372
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 02 Jun,10h 30m,1 stop,No info,6628
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 10 Jun,23h 35m,1 stop,In-flight meal not included,10262
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1 stop,No info,14178
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,8518
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 25 Jun,22h,2 stops,No info,13376
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 13 Jun,17h 45m,1 stop,No info,8452
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,10368
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,No info,11467
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 May,12h 10m,1 stop,No info,14781
Air India,6/03/2019,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,09:15 07 Mar,13h,1 stop,No info,9535
Air India,3/04/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,2050
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,10368
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,10031
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4491
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
SpiceJet,03/03/2019,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1 stop,No info,11401
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 13 Jun,16h 5m,1 stop,No info,7927
SpiceJet,1/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,16:15,9h 15m,1 stop,No info,10203
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,8610
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,5769
